attribute_id;dispositivi_compatibili;raw_value;formatted_value;sample_values;axisGroup;code;description;formatValueOnly;formatWithUnit
1105;MPPT;;;"1754308863:0; 1754309943:0; 1754310123:0; 1754310483:0; 1754311743:0";;Scvs;Voltage setting;;
1106;;;;N/A;;sa;VE.Bus Switch Position Adjustable;%s;%s
1107;Multiplus2;;;"1754310485:0; 1754311745:0; 1754311865:0; 1754313125:0; 1754316665:0";;vs0;Serial number of 1st device;%s;%s
1108;;;;N/A;N/A;N/A;N/A;N/A;N/A
1109;;;;N/A;N/A;N/A;N/A;N/A;N/A
1110;;;;N/A;N/A;N/A;N/A;N/A;N/A
1111;;;;N/A;N/A;N/A;N/A;N/A;N/A
1112;;;;N/A;N/A;N/A;N/A;N/A;N/A
1113;;;;N/A;N/A;N/A;N/A;N/A;N/A
1114;;;;N/A;N/A;N/A;N/A;N/A;N/A
1115;;;;N/A;N/A;N/A;N/A;N/A;N/A
1116;;;;N/A;N/A;N/A;N/A;N/A;N/A
1117;;;;N/A;N/A;N/A;N/A;N/A;N/A
1118;;;;N/A;N/A;N/A;N/A;N/A;N/A
1119;;;;N/A;N/A;N/A;N/A;N/A;N/A
1120;;;;N/A;;vs1;Serial number of 2nd device;%s;%s
1121;;;;N/A;;vs2;Serial number of 3rd device;%s;%s
1122;;;;N/A;;vs3;Serial number of 4th device;%s;%s
1123;;;;N/A;;vs4;Serial number of 5th device;%s;%s
1124;;;;N/A;;vs5;Serial number of 6th device;%s;%s
1125;;;;N/A;;vs6;Serial number of 7th device;%s;%s
1126;;;;N/A;;vs7;Serial number of 8th device;%s;%s
1127;;;;N/A;;vs8;Serial number of 9th device;%s;%s
1128;;;;N/A;;vs9;Serial number of 10th device;%s;%s
1129;;;;N/A;;vs10;Serial number of 11th device;%s;%s
1130;;;;N/A;;vs11;Serial number of 12th device;%s;%s
1131;;;;N/A;;emS;Low SoC alarm;%s;%s
1132;;;;N/A;;iS;Low SoC alarm;%s;%s
1133;;;;N/A;;als;State;%s;%s
1134;;;;N/A;;alE;Error code;%s;%s
1135;;;;N/A;;ales;Engine speed;%.0F;%.0F rpm
1136;;;;N/A;;alas;Alternator speed;%.0F;%.0F rpm
1137;;;;N/A;Percetange;alfd;Field drive percentage;%.0F;%.0F %%
1138;Multiplus2;;;"1754310524:0; 1754310584:0; 1754310644:0; 1754310704:0; 1754310764:0";;vr0;VE.Bus Voltage ripple - unit 1;%.2F;%.2F V
1139;;;;N/A;;vr1;VE.Bus Voltage ripple - unit 2;%.2F;%.2F V
1140;;;;N/A;;vr2;VE.Bus Voltage ripple - unit 3;%.2F;%.2F V
1141;;;;N/A;;vr3;VE.Bus Voltage ripple - unit 4;%.2F;%.2F V
1142;;;;N/A;;vr4;VE.Bus Voltage ripple - unit 5;%.2F;%.2F V
1143;;;;N/A;;vr5;VE.Bus Voltage ripple - unit 6;%.2F;%.2F V
1144;;;;N/A;;vr6;VE.Bus Voltage ripple - unit 7;%.2F;%.2F V
1145;;;;N/A;;vr7;VE.Bus Voltage ripple - unit 8;%.2F;%.2F V
1146;;;;N/A;;vr8;VE.Bus Voltage ripple - unit 9;%.2F;%.2F V
1147;;;;N/A;;vr9;VE.Bus Voltage ripple - unit 10;%.2F;%.2F V
1148;;;;N/A;;vr10;VE.Bus Voltage ripple - unit 11;%.2F;%.2F V
1149;;;;N/A;;vr11;VE.Bus Voltage ripple - unit 12;%.2F;%.2F V
1150;Multiplus2;;;"1754310478:52.58; 1754310538:52.58; 1754310598:52.58; 1754310658:52.58; 1754310718:52.58";;vt0;VE.Bus Terminal voltage- unit 1;%.2F;%.2F V
1151;;;;N/A;;vt1;VE.Bus Terminal voltage - unit 2;%.2F;%.2F V
1152;;;;N/A;;vt2;VE.Bus Terminal voltage - unit 3;%.2F;%.2F V
1153;;;;N/A;;vt3;VE.Bus Terminal voltage - unit 4;%.2F;%.2F V
1154;;;;N/A;;vt4;VE.Bus Terminal voltage - unit 5;%.2F;%.2F V
1155;;;;N/A;;vt5;VE.Bus Terminal voltage - unit 6;%.2F;%.2F V
1156;;;;N/A;;vt6;VE.Bus Terminal voltage - unit 7;%.2F;%.2F V
1157;;;;N/A;;vt7;VE.Bus Terminal voltage - unit 8;%.2F;%.2F V
1158;;;;N/A;;vt8;VE.Bus Terminal voltage - unit 9;%.2F;%.2F V
1159;;;;N/A;;vt9;VE.Bus Terminal voltage - unit 10;%.2F;%.2F V
1160;;;;N/A;;vt10;VE.Bus Terminal voltage - unit 11;%.2F;%.2F V
1161;;;;N/A;;vt11;VE.Bus Terminal voltage - unit 12;%.2F;%.2F V
1162;Multiplus2;;;"1754310493:52.66; 1754310553:52.66; 1754310613:52.66; 1754310673:52.66; 1754310733:52.62";;vu0;VE.Bus sense voltage - unit 1;%.2F;%.2F V
1163;;;;N/A;;Tga;Generator run-time;%.2F;%.2F s
1164;;;;N/A;;vbp;VE.Bus JK-BMS Pre-alarm;%s;%s
1165;;;;N/A;Percetange;sct;Target SOC for a scheduled charge slot;%.0F;%.0F %%
1166;;;;N/A;;gaS;Generator state;%s;%s
1167;Multiplus2;;;"1754310498:0; 1754311758:0; 1754311818:0; 1754311878:0; 1754316678:0";;vcn;VE.Bus custom name;%s;%s
1168;Multiplus2;;;"1754310500:3; 1754310560:3; 1754310620:3.7; 1754310680:3.7; 1754310740:3.7";;vIL1;AC Input 1 Current Limit;%.2F;%.2F A
1169;;;;N/A;;vIL2;AC Input 2 Current Limit;%.2F;%.2F A
1170;Multiplus2;;;"1754310503:1; 1754311763:1; 1754311823:1; 1754311883:1; 1754313143:1";;vIA1;AC Input 1 Current Limit Adjustable;%s;%s
1171;;;;N/A;;vIA2;AC Input 1 Current Limit Adjustable;%s;%s
1172;;;;N/A;;vrm_solar_irradiance;Solar Irradiance;%.0F;%.2F W/mý
1173;;;;N/A;;vrm_solar_irradiance_fc;Solar Irradiance Forecast;%.0F;%.2F W/mý
1174;;;;N/A;;H4sp;Grid setpoint;%.0F;%.0F W
1175;;;;N/A;Percetange;ssl;Active SOC Limit;%.0F;%.0F %%
1176;;;;N/A;;vu;Uptime of the 1st device;%d;%d s
1177;;;;N/A;;vu1;Uptime of the 2nd device;%d;%d s
1178;;;;N/A;;vu2;Uptime of the 3rd device;%d;%d s
1179;;;;N/A;;vu3;Uptime of the 4th device;%d;%d s
1180;;;;N/A;;vu4;Uptime of the 5th device;%d;%d s
1181;;;;N/A;;vu5;Uptime of the 6th device;%d;%d s
1182;;;;N/A;;vu6;Uptime of the 7th device;%d;%d s
1183;;;;N/A;;vu7;Uptime of the 8th device;%d;%d s
1184;;;;N/A;;vu8;Uptime of the 9th device;%d;%d s
1185;;;;N/A;;vu9;Uptime of the 10th device;%d;%d s
1186;;;;N/A;;vu10;Uptime of the 11th device;%d;%d s
1187;;;;N/A;;vu11;Uptime of the 12th device;%d;%d s
1188;;;;N/A;;DcP;Product ID;%s;%s
1189;;;;N/A;;DcS;State;%s;%s
1190;;;;N/A;;DcE;Error;%s;%s
1191;;;;N/A;;DciV;Input voltage;%.2F;%.2F V
1192;;;;N/A;;DcoV;Output voltage;%.2F;%.2F V
1193;;;;N/A;;DcOR;Off reason;%s;%s
1194;;;;N/A;;Dccn;Custom name;%s;%s
1195;;;;N/A;;sLP;Product ID;%s;%s
1196;;;;N/A;;sLE;Error;%s;%s
1197;;;;N/A;;sLcV1;Cell 1 voltage;%.2F;%.2F V
1198;;;;N/A;;sLcV2;Cell 2 voltage;%.2F;%.2F V
1199;;;;N/A;;sLcV3;Cell 3 voltage;%.2F;%.2F V
1200;;;;N/A;;sLcV4;Cell 4 voltage;%.2F;%.2F V
1201;;;;N/A;;sLcV5;Cell 5 voltage;%.2F;%.2F V
1202;;;;N/A;;sLcV6;Cell 6 voltage;%.2F;%.2F V
1203;;;;N/A;;sLcV7;Cell 7 voltage;%.2F;%.2F V
1204;;;;N/A;;sLcV8;Cell 8 voltage;%.2F;%.2F V
1205;;;;N/A;;sLBS;Balancer state;%s;%s
1206;;;;N/A;;sLV;Battery voltage;%.2F;%.2F V
1207;;;;N/A;;sLT;Battery temperature;%.0F;%.0F øC
1208;;;;N/A;;sLcn;Custom name;%s;%s
1209;;;;N/A;;bPP;Product ID;%s;%s
1210;;;;N/A;;bPS;State;%s;%s
1211;;;;N/A;;bPOS;Output state;%s;%s
1212;;;;N/A;;bPE;Error;%s;%s
1213;;;;N/A;;bPiV;Input voltage;%.2F;%.2F V
1214;;;;N/A;;bPoV;Output voltage;%.2F;%.2F V
1215;;;;N/A;;bPOR;Off reason;%s;%s
1216;;;;N/A;;bPcn;Custom name;%s;%s
1217;;;;N/A;;Dcsn;Serial number;%s;%s
1218;;;;N/A;;sLsn;Serial number;%s;%s
1219;;;;N/A;;bPsn;Serial number;%s;%s
1220;MPPT;;;"1754294362:0.08151000000000001; 1754297962:0.09595999999999999; 1754301562:0.10062; 1754305162:0.09514; 1754308762:0.09475";;vrm_pv_charger_yield_fc;PV Yield Solar Charger Forecast;%.2F;%.2F kWh
1221;;;;N/A;;vrm_pv_Multiplus2_yield_fc;PV Multiplus2 Yield Forecast;%.0F;%.0F Wh
1222;;;;N/A;;vrm_consumption_fc;Consumption Forecast;%.2F;%.0F kWh
1223;;;;N/A;;PVMm0;MPPT State Tracker 0;%s;%s
1224;;;;N/A;;PVMm1;MPPT State Tracker 1;%s;%s
1225;;;;N/A;;PVMm2;MPPT State Tracker 2;%s;%s
1226;;;;N/A;;PVMm3;MPPT State Tracker 3;%s;%s
1227;;;;N/A;;iPVMm0;MPPT State Tracker 1;%s;%s
1228;;;;N/A;;iPVMm1;MPPT State Tracker 2;%s;%s
1229;;;;N/A;;iPVMm2;MPPT State Tracker 3;%s;%s
1230;;;;N/A;;iPVMm3;MPPT State Tracker 4;%s;%s
1231;;;;N/A;N/A;N/A;N/A;N/A;N/A
1232;;;;N/A;;mPVMm0;MPPT State Tracker 1;%s;%s
1233;;;;N/A;;mPVMm1;MPPT State Tracker 2;%s;%s
1234;;;;N/A;;mPVMm2;MPPT State Tracker 3;%s;%s
1235;;;;N/A;;mPVMm3;MPPT State Tracker 4;%s;%s
1236;;;;N/A;N/A;N/A;N/A;N/A;N/A
1237;;;;N/A;N/A;N/A;N/A;N/A;N/A
1238;;;;N/A;N/A;N/A;N/A;N/A;N/A
1239;;;;N/A;N/A;N/A;N/A;N/A;N/A
1240;;;;N/A;N/A;N/A;N/A;N/A;N/A
1241;;;;N/A;N/A;N/A;N/A;N/A;N/A
1242;;;;N/A;N/A;N/A;N/A;N/A;N/A
1243;;;;N/A;N/A;N/A;N/A;N/A;N/A
1244;;;;N/A;N/A;N/A;N/A;N/A;N/A
1245;;;;N/A;N/A;N/A;N/A;N/A;N/A
1246;;;;N/A;N/A;N/A;N/A;N/A;N/A
1247;;;;N/A;N/A;N/A;N/A;N/A;N/A
1248;;;;N/A;N/A;N/A;N/A;N/A;N/A
1249;;;;N/A;N/A;N/A;N/A;N/A;N/A
1250;;;;N/A;N/A;N/A;N/A;N/A;N/A
1251;;;;N/A;;vrm_Multiplus2_yield_fc;Multiplus2 total forcasted yield;%.0F;%.0F Wh
1252;;;;N/A;;vrm_Multiplus2_yield_0_fc;Multiplus2 tracker 0 forcasted yield;%.0F;%.0F Wh
1253;;;;N/A;;vrm_Multiplus2_yield_1_fc;Multiplus2 tracker 1 forcasted yield;%.0F;%.0F Wh
1254;;;;N/A;;vrm_Multiplus2_yield_2_fc;Multiplus2 tracker 2 forcasted yield;%.0F;%.0F Wh
1255;;;;N/A;;vrm_Multiplus2_yield_3_fc;Multiplus2 tracker 3 forcasted yield;%.0F;%.0F Wh
1256;;;;N/A;;vrm_inv_crg_yield_fc;Multiplus2/Charger total forcasted yield;%.0F;%.0F Wh
1257;;;;N/A;;vrm_inv_crg_yield_0_fc;Multiplus2/Charger tracker 0 forcasted yield;%.0F;%.0F Wh
1258;;;;N/A;;vrm_inv_crg_yield_1_fc;Multiplus2/Charger tracker 1 forcasted yield;%.0F;%.0F Wh
1259;;;;N/A;;vrm_inv_crg_yield_2_fc;Multiplus2/Charger tracker 2 forcasted yield;%.0F;%.0F Wh
1260;;;;N/A;;vrm_inv_crg_yield_3_fc;Multiplus2/Charger tracker 3 forcasted yield;%.0F;%.0F Wh
1261;;;;N/A;;vrm_pv_charger_yield_0_fc;MPPT RS tracker 0 forcasted yield;%.0F;%.0F Wh
1262;;;;N/A;;vrm_pv_charger_yield_1_fc;MPPT RS tracker 1 forcasted yield;%.0F;%.0F Wh
1263;;;;N/A;;vrm_pv_charger_yield_2_fc;MPPT RS tracker 2 forcasted yield;%.0F;%.0F Wh
1264;;;;N/A;;vrm_pv_charger_yield_3_fc;MPPT RS tracker 3 forcasted yield;%.0F;%.0F Wh
1265;;;;N/A;N/A;N/A;N/A;N/A;N/A
1266;;;;N/A;N/A;N/A;N/A;N/A;N/A
1267;Multiplus2;;;"1754310501:2; 1754310561:2; 1754310621:2; 1754310681:2; 1754310741:2";;vbl;JK-BMS lost;%s;%s
1268;;;;N/A;;Gop;Engine Oil Pressure;%.2F;%.2F kPa
1269;;;;N/A;;pr;Prefer renewable energy;%s;%s
1270;;;;N/A;;dem;DESS Mode ? Controlled by user;%s;%s
1271;;;;N/A;N/A;N/A;N/A;N/A;N/A
1272;;;;N/A;;des;DESS State ? System following a schedule or not;%s;%s
1273;;;;N/A;N/A;N/A;N/A;N/A;N/A
1274;;;;N/A;N/A;N/A;N/A;N/A;N/A
1275;;;;N/A;Percetange;dems;Minimum battery SOC below which selling always stops;%.1F;%.1F %%
1276;;;;N/A;N/A;N/A;N/A;N/A;N/A
1277;;;;N/A;Percetange;dets;SOC target for currently active auto operation;%.1F;%.1F %%
1278;;;;N/A;;vrm_to_battery_fc;DESS expected energy to battery flow;%.0F;%.0F Wh
1279;;;;N/A;;vrm_to_grid_fc;DESS expected energy to grid flow;%.0F;%.0F Wh
1280;;;;N/A;;deBc;Battery costs for energy in and out;%.2F;%.2F mu/kWh
1281;;;;N/A;;deGb;Grid buy price;%.2F;%.2F mu/kWh
1282;;;;N/A;;deGs;Grid sell price;%.2F;%.2F mu/kWh
1283;;;;N/A;;guiHash;GUI Hash for Remote Console;%s;%s
1284;;;;N/A;;vrm_to_battery_def;Default ESS simulated energy to battery flow;%.0F;%.0F Wh
1285;;;;N/A;;vrm_to_grid_def;Default ESS simulated energy to grid flow;%.0F;%.0F Wh
1286;;;;N/A;Percetange;vrm_soc_def;Default ESS simulated SOC;%.1F;%.1F %%
1287;;;;N/A;;gasd;Service count-down;%d;%d s
1288;;;;N/A;;gasr;Service due;%s;%s
1289;;;;N/A;;dec;DESS battery capacity;%.2F;%.2F kWh
1290;;;;N/A;;dee;DESS error code;%s;%s
1291;;;;N/A;;SS;Split Phase L2 L1 Out Summed;%s;%s
1292;;;;N/A;;msT2;External temperature 2;%.2F;%.2F øC
1293;;;;N/A;;gs;Grid serial number;%s;%s
1294;;;;N/A;;as;AC load serial number;%s;%s
1295;;;;N/A;AC Voltage;gpn;PEN (Protective earth-Neutral) voltage;%.2F;%.1F V
1296;;;;N/A;Percetange;vrm_soc_plan;DESS scheduled SOC;%.1F;%.1F %%
1297;Multiplus2;;;"1754310476:272703520; 1754310536:272703520; 1754310596:272703520; 1754310656:272703520; 1754310716:272703520";;f00;RawStatusflags0, first 32 bits for first VE.Bus device;%s;%s
1298;;;;N/A;;f01;RawStatusflags0, first 32 bits for the second VE.Bus device;%s;%s
1299;;;;N/A;;f02;RawStatusflags0, first 32 bits for the third VE.Bus device;%s;%s
1300;;;;N/A;;f03;RawStatusflags0, first 32 bits for the fourth VE.Bus device;%s;%s
1301;;;;N/A;;f04;RawStatusflags0, first 32 bits for the fifth VE.Bus device;%s;%s
1302;;;;N/A;;f05;RawStatusflags0, first 32 bits for the sixth VE.Bus device;%s;%s
1303;;;;N/A;;f06;RawStatusflags0, first 32 bits for the seventh VE.Bus device;%s;%s
1304;;;;N/A;;f07;RawStatusflags0, first 32 bits for the eighth VE.Bus device;%s;%s
1305;;;;N/A;;f08;RawStatusflags0, first 32 bits for the ninth VE.Bus device;%s;%s
1306;;;;N/A;;f09;RawStatusflags0, first 32 bits for the tenth VE.Bus device;%s;%s
1307;;;;N/A;;f0a;RawStatusflags0, first 32 bits for the eleventh VE.Bus device;%s;%s
1308;;;;N/A;;f0b;RawStatusflags0, first 32 bits for the twelfth VE.Bus device;%s;%s
1309;;;;N/A;;f10;RawStatusflags1, the next 32 bits for first VE.Bus device;%s;%s
1310;;;;N/A;;f11;RawStatusflags1, the next 32 bits for the second VE.Bus device;%s;%s
1311;;;;N/A;;f12;RawStatusflags1, the next 32 bits for the third VE.Bus device;%s;%s
1312;;;;N/A;;f13;RawStatusflags1, the next 32 bits for the fourth VE.Bus device;%s;%s
1313;;;;N/A;;f14;RawStatusflags1, the next 32 bits for the fifth VE.Bus device;%s;%s
1314;;;;N/A;;f15;RawStatusflags1, the next 32 bits for the sixth VE.Bus device;%s;%s
1315;;;;N/A;;f16;RawStatusflags1, the next 32 bits for the seventh VE.Bus device;%s;%s
1316;;;;N/A;;f17;RawStatusflags1, the next 32 bits for the eighth VE.Bus device;%s;%s
1317;;;;N/A;;f18;RawStatusflags1, the next 32 bits for the ninth VE.Bus device;%s;%s
1318;;;;N/A;;f19;RawStatusflags1, the next 32 bits for the tenth VE.Bus device;%s;%s
1319;;;;N/A;;f1a;RawStatusflags1, the next 32 bits for the eleventh VE.Bus device;%s;%s
1320;;;;N/A;;f1b;RawStatusflags1, the next 32 bits for the twelfth VE.Bus device;%s;%s
1321;Multiplus2;;;"1754310505:0; 1754310565:0; 1754310625:0; 1754310685:0; 1754310745:0";;wf0;Warning and Error flags for first VE.Bus device for first VE.Bus device;%s;%s
1322;;;;N/A;;wf1;Warning and Error flags for first VE.Bus device for the second VE.Bus device;%s;%s
1323;;;;N/A;;wf2;Warning and Error flags for first VE.Bus device for the third VE.Bus device;%s;%s
1324;;;;N/A;;wf3;Warning and Error flags for first VE.Bus device for the fourth VE.Bus device;%s;%s
1325;;;;N/A;;wf4;Warning and Error flags for first VE.Bus device for the fifth VE.Bus device;%s;%s
1326;;;;N/A;;wf5;Warning and Error flags for first VE.Bus device for the sixth VE.Bus device;%s;%s
1327;;;;N/A;;wf6;Warning and Error flags for first VE.Bus device for the seventh VE.Bus device;%s;%s
1328;;;;N/A;;wf7;Warning and Error flags for first VE.Bus device for the eighth VE.Bus device;%s;%s
1329;;;;N/A;;wf8;Warning and Error flags for first VE.Bus device for the ninth VE.Bus device;%s;%s
1330;;;;N/A;;wf9;Warning and Error flags for first VE.Bus device for the tenth VE.Bus device;%s;%s
1331;;;;N/A;;wfa;Warning and Error flags for first VE.Bus device for the eleventh VE.Bus device;%s;%s
1332;;;;N/A;;wfb;Warning and Error flags for first VE.Bus device for the twelfth VE.Bus device;%s;%s
1333;;;;N/A;;def;DESS system efficiency;%d;%d
1334;;;;N/A;;der;DESS Grid/battery energy exporting restrictions;%s;%s
1335;;;;N/A;;evE;15-minute energy delta for an evcharger;%.2F;%.2F kWh
1336;;;;N/A;;decp;DESS Capabilities;%s;%s
1337;;;;N/A;;dels;DESS Last schedule start;%d;%d
1338;;;;N/A;;dele;DESS Last schedule end;%d;%d
1339;Multiplus2;;;"1754310527:0; 1754310587:0; 1754310647:0; 1754310707:0; 1754310767:0";;vib1;Unequal output distribution in parallel system: L1;%s;%s
1340;;;;N/A;N/A;N/A;N/A;N/A;N/A
1341;Multiplus2;;;"1754310529:0; 1754310589:0; 1754310649:0; 1754310709:0; 1754310769:0";;vib2;Unequal output distribution in parallel system: L2;%s;%s
1342;Multiplus2;;;"1754310530:0; 1754310590:0; 1754310650:0; 1754310710:0; 1754310770:0";;vib3;Unequal output distribution in parallel system: L3;%s;%s
1343;Multiplus2;;;"1754310532:0; 1754310592:0; 1754310652:0; 1754310712:0; 1754310772:0";;vmb1;Unequal mains distribution in parallel system: L1;%s;%s
1344;Multiplus2;;;"1754310533:0; 1754310593:0; 1754310653:0; 1754310713:0; 1754310773:0";;vmb2;Unequal mains distribution in parallel system: L2;%s;%s
1345;Multiplus2;;;"1754310534:0; 1754310594:0; 1754310654:0; 1754310714:0; 1754310774:0";;vmb3;Unequal mains distribution in parallel system: L3;%s;%s
1346;MPPT;;;"1754293136:20; 1754293196:20; 1754293256:20; 1754293316:20; 1754293376:20";;Scl;Solar charge current limit;%.1F;%.1F A
1347;;;;N/A;;mcl;Solar charge current limit;%.1F;%.1F A
1348;;;;N/A;;icl;Solar charge current limit;%.1F;%.1F A
1349;;;;N/A;;vcp00;Unit 0 CNB0;%d;%d
1350;;;;N/A;;vcp01;Unit 0 CNB1;%d;%d
1351;;;;N/A;;vcp02;Unit 0 CNB2;%d;%d
1352;;;;N/A;;vcp03;Unit 0 CNB3;%d;%d
1353;;;;N/A;;vmp00;Unit 0 Main0;%d;%d
1354;;;;N/A;;vmp01;Unit 0 Main1;%d;%d
1355;;;;N/A;;vmp02;Unit 0 Main2;%d;%d
1356;;;;N/A;;vmp03;Unit 0 Main3;%d;%d
1357;;;;N/A;;vcp10;Unit 1 CNB0;%d;%d
1358;;;;N/A;;vcp11;Unit 1 CNB1;%d;%d
1359;;;;N/A;;vcp12;Unit 1 CNB2;%d;%d
1360;;;;N/A;;vcp13;Unit 1 CNB3;%d;%d
1361;;;;N/A;;vmp10;Unit 1 Main0;%d;%d
1362;;;;N/A;;vmp11;Unit 1 Main1;%d;%d
1363;;;;N/A;;vmp12;Unit 1 Main2;%d;%d
1364;;;;N/A;;vmp13;Unit 1 Main3;%d;%d
1365;;;;N/A;;vcp20;Unit 2 CNB0;%d;%d
1366;;;;N/A;;vcp21;Unit 2 CNB1;%d;%d
1367;;;;N/A;;vcp22;Unit 2 CNB2;%d;%d
1368;;;;N/A;;vcp23;Unit 2 CNB3;%d;%d
1369;;;;N/A;;vmp20;Unit 2 Main0;%d;%d
1370;;;;N/A;;vmp21;Unit 2 Main1;%d;%d
1371;;;;N/A;;vmp22;Unit 2 Main2;%d;%d
1372;;;;N/A;;vmp23;Unit 2 Main3;%d;%d
1373;;;;N/A;;vcp30;Unit 3 CNB0;%d;%d
1374;;;;N/A;;vcp31;Unit 3 CNB1;%d;%d
1375;;;;N/A;;vcp32;Unit 3 CNB2;%d;%d
1376;;;;N/A;;vcp33;Unit 3 CNB3;%d;%d
1377;;;;N/A;;vmp30;Unit 3 Main0;%d;%d
1378;;;;N/A;;vmp31;Unit 3 Main1;%d;%d
1379;;;;N/A;;vmp32;Unit 3 Main2;%d;%d
1380;;;;N/A;;vmp33;Unit 3 Main3;%d;%d
1381;;;;N/A;;vcp40;Unit 4 CNB0;%d;%d
1382;;;;N/A;;vcp41;Unit 4 CNB1;%d;%d
1383;;;;N/A;;vcp42;Unit 4 CNB2;%d;%d
1384;;;;N/A;;vcp43;Unit 4 CNB3;%d;%d
1385;;;;N/A;;vmp40;Unit 4 Main0;%d;%d
1386;;;;N/A;;vmp41;Unit 4 Main1;%d;%d
1387;;;;N/A;;vmp42;Unit 4 Main2;%d;%d
1388;;;;N/A;;vmp43;Unit 4 Main3;%d;%d
1389;;;;N/A;;vcp50;Unit 5 CNB0;%d;%d
1390;;;;N/A;;vcp51;Unit 5 CNB1;%d;%d
1391;;;;N/A;;vcp52;Unit 5 CNB2;%d;%d
1392;;;;N/A;;vcp53;Unit 5 CNB3;%d;%d
1393;;;;N/A;;vmp50;Unit 5 Main0;%d;%d
1394;;;;N/A;;vmp51;Unit 5 Main1;%d;%d
1395;;;;N/A;;vmp52;Unit 5 Main2;%d;%d
1396;;;;N/A;;vmp53;Unit 5 Main3;%d;%d
1397;;;;N/A;;vcp60;Unit 6 CNB0;%d;%d
1398;;;;N/A;;vcp61;Unit 6 CNB1;%d;%d
1399;;;;N/A;;vcp62;Unit 6 CNB2;%d;%d
1400;;;;N/A;;vcp63;Unit 6 CNB3;%d;%d
1401;;;;N/A;;vmp60;Unit 6 Main0;%d;%d
1402;;;;N/A;;vmp61;Unit 6 Main1;%d;%d
1403;;;;N/A;;vmp62;Unit 6 Main2;%d;%d
1404;;;;N/A;;vmp63;Unit 6 Main3;%d;%d
1405;;;;N/A;;vcp70;Unit 7 CNB0;%d;%d
1406;;;;N/A;;vcp71;Unit 7 CNB1;%d;%d
1407;;;;N/A;;vcp72;Unit 7 CNB2;%d;%d
1408;;;;N/A;;vcp73;Unit 7 CNB3;%d;%d
1409;;;;N/A;;vmp70;Unit 7 Main0;%d;%d
1410;;;;N/A;;vmp71;Unit 7 Main1;%d;%d
1411;;;;N/A;;vmp72;Unit 7 Main2;%d;%d
1412;;;;N/A;;vmp73;Unit 7 Main3;%d;%d
1413;;;;N/A;;vcp80;Unit 8 CNB0;%d;%d
1414;;;;N/A;;vcp81;Unit 8 CNB1;%d;%d
1415;;;;N/A;;vcp82;Unit 8 CNB2;%d;%d
1416;;;;N/A;;vcp83;Unit 8 CNB3;%d;%d
1417;;;;N/A;;vmp80;Unit 8 Main0;%d;%d
1418;;;;N/A;;vmp81;Unit 8 Main1;%d;%d
1419;;;;N/A;;vmp82;Unit 8 Main2;%d;%d
1420;;;;N/A;;vmp83;Unit 8 Main3;%d;%d
1421;;;;N/A;;vcp90;Unit 9 CNB0;%d;%d
1422;;;;N/A;;vcp91;Unit 9 CNB1;%d;%d
1423;;;;N/A;;vcp92;Unit 9 CNB2;%d;%d
1424;;;;N/A;;vcp93;Unit 9 CNB3;%d;%d
1425;;;;N/A;;vmp90;Unit 9 Main0;%d;%d
1426;;;;N/A;;vmp91;Unit 9 Main1;%d;%d
1427;;;;N/A;;vmp92;Unit 9 Main2;%d;%d
1428;;;;N/A;;vmp93;Unit 9 Main3;%d;%d
1429;;;;N/A;;vcpa0;Unit 10 CNB0;%d;%d
1430;;;;N/A;;vcpa1;Unit 10 CNB1;%d;%d
1431;;;;N/A;;vcpa2;Unit 10 CNB2;%d;%d
1432;;;;N/A;;vcpa3;Unit 10 CNB3;%d;%d
1433;;;;N/A;;vmpa0;Unit 10 Main0;%d;%d
1434;;;;N/A;;vmpa1;Unit 10 Main1;%d;%d
1435;;;;N/A;;vmpa2;Unit 10 Main2;%d;%d
1436;;;;N/A;;vmpa3;Unit 10 Main3;%d;%d
1437;;;;N/A;;vcpb0;Unit 11 CNB0;%d;%d
1438;;;;N/A;;vcpb1;Unit 11 CNB1;%d;%d
1439;;;;N/A;;vcpb2;Unit 11 CNB2;%d;%d
1440;;;;N/A;;vcpb3;Unit 11 CNB3;%d;%d
1441;;;;N/A;;vmpb0;Unit 11 Main0;%d;%d
1442;;;;N/A;;vmpb1;Unit 11 Main1;%d;%d
1443;;;;N/A;;vmpb2;Unit 11 Main2;%d;%d
1444;;;;N/A;;vmpb3;Unit 11 Main3;%d;%d
1445;;;;N/A;;AI0;ID of first module with warning/alarm (Module0);%s;%s
1446;;;;N/A;;ACI0;Module0 has cell imbalance;%s;%s
1447;;;;N/A;;AHC0;Module0 High Charge Current Alarm;%s;%s
1448;;;;N/A;;AHCT0;Module0 High Charge Temperature;%s;%s
1449;;;;N/A;;AHD0;Module0 High Discharge Current;%s;%s
1450;;;;N/A;;AHT0;Module0 High Temperature;%s;%s
1451;;;;N/A;;AH0;Module0 High Voltage;%s;%s
1452;;;;N/A;;AIE0;Module0 Internal Failure;%s;%s
1453;;;;N/A;;ALCT0;Module0 Low Charge Temperature;%s;%s
1454;;;;N/A;;ALT0;Module0 Low Temperature;%s;%s
1455;;;;N/A;;AL0;Module0 Low Voltage;%s;%s
1456;;;;N/A;;AI1;ID of second module with warning/alarm (Module1);%s;%s
1457;;;;N/A;;ACI1;Module1 has cell imbalance;%s;%s
1458;;;;N/A;;AHC1;Module1 High Charge Current Alarm;%s;%s
